CustomerId,Age,Gender,isCustomerSuspended,CallDropRate,NumberOfComplaints,MonthlyBilledAmount - Rs,UnpaidBalance - Rs,NumberOfMonthUnpaid,TotalMinsUsedInLastMonth,TotalCallDuration,AvgCallDuration,PercentageCallOutsideNetwork,isChurned
4805,22,Female,Yes,0.01,0,1650,4620,1,39,2606,1303,0.81,Yes
4806,38,Male,Yes,0.03,3,1860,420,7,43,608,304,0.02,Yes
4807,68,Female,Yes,0.01,0,3600,870,4,240,3960,660,0.47,No
4808,16,Female,No,0.03,2,3840,4170,2,243,3562,712,0.68,No
4809,47,Male,Yes,0.01,0,1980,4620,7,440,7458,1065,0.14,No
4810,62,Male,Yes,0.04,2,2190,420,5,443,3589,717,0.35,No
4811,25,Female,Yes,0.02,3,330,870,2,140,4448,889,0.81,No
4812,41,Male,Yes,0.04,2,570,4170,0,144,4264,710,0.02,No
4813,71,Female,Yes,0.02,3,2310,4620,5,341,8423,1052,0.47,No
4814,19,Female,Yes,0.04,1,2520,420,3,344,5579,797,0.68,No
4815,49,Male,Yes,0.02,3,660,870,1,41,3599,719,0.14,No
4816,65,Male,Yes,0.04,1,870,4170,6,44,908,227,0.35,No
4817,28,Female,Yes,0.03,2,2610,4620,4,241,2893,964,0.81,No
4818,43,Male,Yes,0.05,1,2850,420,1,244,1831,457,0.02,No
4819,74,Female,Yes,0.03,2,990,870,7,441,4216,527,0.47,No
4820,22,Female,Yes,0.05,1,1200,4170,4,445,5206,743,0.69,No
4821,52,Male,Yes,0.03,2,2940,4620,2,142,3140,448,0.14,No
4822,68,Male,Yes,0.05,0,3180,420,7,145,3569,713,0.35,No
4823,30,Female,Yes,0.03,2,1290,870,5,342,2479,495,0.81,Yes
4824,46,Male,Yes,0.05,0,1530,4170,2,345,3028,1009,0.02,No
4825,77,Female,Yes,0.04,1,3270,4620,0,42,2253,563,0.48,No
4826,25,Female,Yes,0.06,0,3480,390,5,46,3054,610,0.69,No
4827,55,Male,Yes,0.04,1,1620,840,3,243,4534,755,0.14,No
4828,71,Male,Yes,0.06,0,1860,4140,0,246,1059,529,0.35,No
4829,33,Female,Yes,0.04,1,3600,4590,6,443,2948,589,0.81,No
4830,49,Male,Yes,0.06,3,3810,390,3,446,1224,612,0.02,No
4831,79,Female,Yes,0.04,1,1950,840,1,143,4781,683,0.48,No
4832,27,Female,Yes,0.06,3,2160,4140,7,147,1985,992,0.69,No
4833,58,Male,Yes,0.05,0,300,4590,4,344,2706,676,0.14,No
4834,74,Female,Yes,0.07,3,540,390,2,347,5472,684,0.36,No
4835,36,Female,Yes,0.05,0,2280,840,7,44,5964,994,0.81,No
4836,52,Male,Yes,0.07,2,2490,4140,5,47,4407,629,0.02,No
4837,14,Female,Yes,0.05,0,630,4590,2,244,6104,872,0.48,No
4838,30,Female,Yes,0.07,2,870,390,0,248,3061,765,0.69,No
4839,61,Male,Yes,0.05,3,2610,840,5,444,1922,640,0.15,Yes
4840,76,Female,Yes,0.07,2,2820,4140,3,448,4372,874,0.36,No
4841,39,Male,Yes,0.06,3,960,4590,0,145,3826,765,0.81,No
4842,55,Male,Yes,0,2,1170,390,6,148,8254,1031,0.02,No
4843,17,Female,Yes,0.06,3,2910,840,4,345,3262,652,0.48,No
4844,33,Female,Yes,0,1,3150,4140,1,348,4164,832,0.69,No
4845,63,Male,Yes,0.06,3,1290,4590,7,45,6933,990,0.15,No
4846,79,Female,Yes,0,1,1500,390,4,49,2332,777,0.36,No
4847,42,Male,Yes,0.06,2,3240,840,2,246,5591,698,0.81,No
4848,57,Male,Yes,0,1,3480,4140,7,249,3297,659,0.02,No
4849,20,Female,Yes,0.07,2,1590,4590,5,446,855,427,0.48,Yes
4850,36,Female,Yes,0.01,1,1830,390,2,449,3356,671,0.69,No
4851,66,Male,Yes,0.07,2,3570,840,0,146,2271,1135,0.15,No
4852,14,Female,Yes,0.01,0,3780,4140,5,150,4788,798,0.36,No
4853,44,Male,Yes,0.07,2,1920,4590,3,347,4448,741,0.82,No
4854,60,Male,No,0.01,0,2160,390,0,350,913,913,0.03,No
4855,23,Female,Yes,0.07,1,300,840,6,47,4499,899,0.48,No
4856,39,Female,Yes,0.01,0,510,4140,3,50,8095,809,0.69,Yes
4857,69,Male,Yes,0,1,2250,4590,1,247,3846,641,0.15,No
4858,17,Female,Yes,0.02,3,2490,390,6,251,4602,920,0.36,No
4859,47,Male,Yes,0,1,600,840,4,448,7362,920,0.82,No
4860,63,Male,Yes,0.02,3,840,4140,2,451,3427,685,0.03,No
4861,25,Female,Yes,0,0,2580,4590,7,148,3163,632,0.48,No
4862,41,Female,Yes,0.02,3,2790,390,5,151,8157,627,0.69,Yes
4863,72,Male,Yes,0,0,930,840,2,348,2555,638,0.15,No
4864,20,Female,Yes,0.02,3,1170,4140,0,351,1923,384,0.36,No
4865,50,Male,Yes,0.01,0,2910,4590,5,48,2534,844,0.82,No
4866,66,Male,Yes,0.03,2,3120,390,3,52,4246,530,0.03,No
4867,28,Female,Yes,0.01,0,1260,840,0,249,3560,712,0.48,No
4868,44,Male,Yes,0.03,2,1470,4140,6,252,238,238,0.7,No
4869,75,Female,Yes,0.01,3,3210,4590,3,449,3622,724,0.15,No
4870,22,Female,Yes,0.03,2,3450,390,1,452,6999,874,0.36,No
4871,53,Male,Yes,0.01,3,1590,840,7,149,4356,871,0.82,Yes
4872,69,Male,Yes,0.03,2,1800,4140,4,153,2195,548,0.03,No
4873,31,Female,Yes,0.02,3,3540,4590,2,350,4480,640,0.49,No
4874,47,Male,Yes,0.04,1,3780,390,7,353,3230,646,0.7,No
4875,77,Female,Yes,0.02,2,1920,840,5,50,5194,865,0.15,No
4876,25,Female,Yes,0.04,1,2130,4140,2,53,2670,534,0.36,No
4877,56,Male,Yes,0.02,2,3870,4590,0,250,4021,670,0.82,No
4878,71,Male,Yes,0.04,1,480,390,5,254,3775,943,0.03,No
4879,34,Female,Yes,0.02,2,2220,840,3,451,4575,653,0.49,No
4880,50,Male,Yes,0.04,0,2460,4140,0,454,850,850,0.7,No
4881,12,Female,Yes,0.03,2,600,4590,6,151,4422,737,0.15,Yes
4882,28,Female,Yes,0.05,0,810,390,3,154,4023,804,0.37,No
4883,58,Male,Yes,0.03,1,2550,840,1,351,3270,654,0.82,No
4884,74,Male,Yes,0.05,0,2790,4140,6,355,4003,1000,0.03,No
4885,37,Female,Yes,0.03,1,900,4590,4,51,3695,1231,0.49,No
4886,53,Male,Yes,0.05,0,1140,390,1,55,6383,709,0.7,No
4887,15,Female,Yes,0.03,1,2880,840,7,252,4258,851,0.16,No
4888,31,Female,Yes,0.05,3,3090,4140,5,255,5090,727,0.37,Yes
4889,61,Male,Yes,0.04,1,1230,4590,2,452,3833,766,0.82,No
4890,77,Male,Yes,0.06,3,1470,390,0,455,7457,828,0.03,No
4891,39,Female,Yes,0.04,0,3210,840,5,152,2163,540,0.49,No
4892,55,Male,Yes,0.06,3,3420,4140,3,156,1989,663,0.7,No
4893,18,Female,Yes,0.04,0,1560,4590,0,353,3183,795,0.16,No
4894,34,Female,Yes,0.06,3,1770,390,6,356,4832,966,0.37,No
4895,64,Male,Yes,0.04,0,3510,840,3,53,3498,699,0.82,No
4896,12,Female,Yes,0.07,2,3750,4140,1,56,417,208,0.03,No
4897,42,Female,Yes,0.05,3,1890,4590,6,253,3788,757,0.49,No
4898,58,Male,Yes,0.07,2,2100,390,4,257,2458,491,0.7,No
4899,20,Female,Yes,0.05,3,3840,840,2,454,3541,885,0.16,Yes
4900,36,Female,No,0.07,2,480,4140,7,457,3545,886,0.37,No
4901,67,Male,Yes,0.05,3,2220,4590,5,154,6283,785,0.83,No
4902,15,Female,Yes,0.07,1,2430,390,2,157,4578,572,0.04,No
4903,45,Male,Yes,0.05,3,570,840,0,354,2231,743,0.49,No
4904,61,Male,Yes,0,1,780,4140,5,358,1602,801,0.7,No
4905,23,Female,Yes,0.06,2,2520,4590,3,55,4220,844,0.16,No
4906,39,Female,Yes,0,1,2760,390,0,58,7172,652,0.37,No
4907,70,Male,Yes,0.06,2,900,840,6,255,2055,685,0.83,No
4908,17,Female,Yes,0,1,1110,4140,3,258,3670,524,0.04,No
4909,48,Male,Yes,0.06,2,2850,4590,1,455,2775,693,0.49,No
4910,64,Male,Yes,0,0,3090,390,6,459,1682,841,0.7,No
4911,26,Female,Yes,0.07,2,1200,840,4,155,2843,710,0.16,No
4912,42,Female,Yes,0.01,0,1440,4140,1,159,2518,503,0.37,No
4913,72,Male,Yes,0.07,1,3180,4590,7,356,5127,1025,0.83,No
4914,20,Female,Yes,0.01,0,3390,390,4,359,10073,915,0.04,No
4915,51,Male,Yes,0.07,1,1530,840,2,56,2441,813,0.49,No
4916,66,Male,Yes,0.01,3,1770,4140,0,59,3077,1025,0.71,No
4917,29,Female,Yes,0.07,1,3510,4590,5,256,2363,590,0.16,No
4918,45,Female,Yes,0.01,3,3720,390,3,260,6796,679,0.37,No
4919,75,Male,Yes,0,0,1860,840,0,457,3185,796,0.83,No
4920,23,Female,Yes,0.02,3,2070,4140,6,460,471,471,0.04,No
4921,53,Male,Yes,0,0,3810,4560,3,157,3382,563,0.5,No
4922,69,Male,Yes,0.02,3,450,360,1,160,3225,806,0.71,Yes
4923,32,Female,Yes,0,0,2190,810,6,357,4176,522,0.16,No
4924,48,Female,Yes,0.02,2,2400,4110,4,361,2923,730,0.37,No
4925,78,Male,Yes,0,0,540,4560,1,58,4857,809,0.83,No
4926,26,Female,Yes,0.02,2,780,360,7,61,4042,808,0.04,No
4927,56,Male,Yes,0.01,3,2520,810,4,258,3385,677,0.5,No
4928,72,Male,Yes,0.03,2,2730,4110,2,261,7176,598,0.71,No
4929,34,Female,Yes,0.01,3,870,4560,0,458,3079,342,0.16,No
4930,50,Male,Yes,0.03,2,1080,360,5,462,5741,1148,0.38,No
4931,13,Female,Yes,0.01,3,2820,810,3,159,3472,694,0.83,No
4932,29,Female,Yes,0.03,1,3060,4110,0,162,4585,917,0.04,Yes
4933,59,Male,Yes,0.01,3,1200,4560,6,359,2553,638,0.5,No
4934,75,Male,Yes,0.03,1,1410,360,3,362,2428,607,0.71,No
4935,37,Female,Yes,0.02,2,3150,810,1,59,4169,1042,0.17,No
4936,53,Male,Yes,0.04,1,3390,4110,6,62,3187,796,0.38,No
4937,16,Female,Yes,0.02,2,1500,4560,4,259,3588,717,0.83,No
4938,31,Female,Yes,0.04,0,1740,360,1,263,2657,885,0.04,No
4939,62,Male,Yes,0.02,2,3480,810,7,460,3126,781,0.5,No
4940,78,Male,Yes,0.04,0,3690,4110,4,463,4372,624,0.71,No
4941,40,Female,Yes,0.02,1,1830,4560,2,160,1781,445,0.17,No
4942,56,Male,Yes,0.04,0,2070,360,7,163,1969,492,0.38,No
4943,18,Female,Yes,0.03,1,3810,810,5,360,7131,594,0.83,No
4944,34,Female,Yes,0.05,0,420,4110,2,364,5711,713,0.04,No
4945,65,Male,Yes,0.03,1,2160,4560,0,61,5232,747,0.5,No
4946,12,Male,No,0.05,3,2370,360,6,64,4564,652,0.71,No
4947,43,Female,Yes,0.03,1,510,810,3,261,2480,620,0.17,No
4948,59,Male,Yes,0.05,3,750,4110,1,264,4324,864,0.38,No
4949,21,Female,Yes,0.03,0,2490,4560,6,461,1051,525,0.84,No
4950,37,Female,Yes,0.05,3,2700,360,4,465,5890,841,0.05,No
4951,67,Male,Yes,0.04,0,840,810,1,162,877,292,0.5,No
4952,15,Male,Yes,0.06,3,1080,4110,7,165,3199,639,0.71,No
4953,46,Female,Yes,0.04,0,2820,4560,4,362,1655,413,0.17,No
4954,62,Male,Yes,0.06,2,3030,360,2,365,3510,877,0.38,No
4955,24,Female,Yes,0.04,0,1170,810,7,62,1453,726,0.84,No
4956,40,Female,Yes,0.06,2,1380,4110,5,66,6949,534,0.05,No
4957,70,Male,Yes,0.04,3,3120,4560,3,262,661,661,0.5,No
4958,18,Female,Yes,0.06,2,3360,360,0,266,4324,617,0.71,Yes
4959,48,Female,Yes,0.05,3,1500,810,6,463,6375,708,0.17,Yes
4960,64,Male,Yes,0.07,1,1710,4110,3,466,3586,512,0.38,No
4961,27,Female,Yes,0.05,3,3450,4560,1,163,2460,820,0.84,No
4962,43,Female,Yes,0.07,1,3690,360,6,166,2588,862,0.05,No
4963,73,Male,Yes,0.05,2,1800,810,4,363,4369,728,0.5,No
4964,21,Female,Yes,0.07,1,2040,4110,1,367,1412,706,0.72,No
4965,51,Male,Yes,0.05,2,3780,4560,7,64,1271,423,0.17,No
4966,67,Male,Yes,0.07,1,390,360,4,67,4472,745,0.38,No
4967,29,Female,Yes,0.06,2,2130,810,2,264,3861,643,0.84,Yes
4968,45,Female,Yes,0,0,2370,4110,7,267,2716,679,0.05,No
4969,76,Male,Yes,0.06,2,510,4560,5,464,1905,635,0.51,No
4970,24,Female,Yes,0,0,720,360,2,468,4114,685,0.72,No
4971,54,Male,Yes,0.06,1,2460,810,0,165,1945,486,0.17,No
4972,70,Male,Yes,0,0,2700,4110,5,168,7225,722,0.38,No
4973,32,Female,Yes,0.06,1,810,4560,3,365,3160,1053,0.84,No
4974,48,Female,Yes,0,0,1050,360,1,368,5931,741,0.05,No
4975,79,Male,Yes,0.07,1,2790,810,6,65,6733,841,0.51,No
4976,26,Female,Yes,0.01,3,3000,4110,4,69,2819,704,0.72,No
4977,57,Male,Yes,0.07,0,1140,4560,1,266,4722,787,0.17,No
4978,73,Male,Yes,0.01,3,1380,360,7,269,4648,664,0.39,Yes
4979,35,Female,Yes,0.07,0,3120,810,4,466,2979,744,0.84,No
4980,51,Female,Yes,0.01,3,3330,4110,2,469,2951,491,0.05,Yes
4981,13,Male,Yes,0.07,0,1470,4560,7,166,5259,876,0.51,No
4982,29,Female,Yes,0.01,2,1680,360,5,169,4546,649,0.72,No
4983,60,Male,Yes,0,0,3420,810,2,366,1869,623,0.18,No
4984,75,Male,Yes,0.02,2,3660,4110,0,370,6065,866,0.39,No
4985,38,Female,Yes,0,3,1800,4560,6,67,4994,832,0.84,No
4986,54,Female,Yes,0.02,2,2010,360,3,70,3132,626,0.05,No
4987,16,Male,Yes,0,3,3750,810,1,267,3217,459,0.51,No
4988,32,Female,Yes,0.02,2,390,4110,6,270,6770,967,0.72,Yes
4989,62,Male,Yes,0,3,2130,4560,4,467,4553,650,0.18,No
4990,78,Male,Yes,0.03,1,2340,360,1,471,8149,905,0.39,No
4991,41,Female,Yes,0.01,3,480,810,7,168,7169,896,0.84,No
4992,57,Male,Yes,0.03,1,690,4110,4,171,3014,1004,0.06,No
4993,19,Female,Yes,0.01,2,2430,4560,2,368,1664,416,0.51,No
4994,35,Female,Yes,0.03,1,2670,360,7,371,5953,744,0.72,No
4995,65,Male,No,0.01,2,810,810,5,68,3236,539,0.18,No
4996,13,Male,Yes,0.03,1,1020,4110,2,72,0,0,0.39,Yes
4997,43,Female,Yes,0.01,2,2760,4560,0,269,2608,652,0.85,No
4998,59,Male,Yes,0.04,0,3000,360,5,272,3245,649,0.06,No
4999,22,Female,Yes,0.02,1,1110,810,3,469,4554,1138,0.51,No
5000,38,Female,Yes,0.04,0,1350,4110,0,472,8346,758,0.72,No
5001,68,Male,Yes,0.02,1,3090,4560,6,169,3172,1057,0.18,No
5002,16,Male,Yes,0.04,0,3300,360,4,173,1347,449,0.39,No
5003,46,Female,Yes,0.02,1,1440,810,1,369,3992,665,0.85,No
5004,62,Male,Yes,0.04,3,1680,4110,7,373,1106,1106,0.06,No
5005,25,Female,Yes,0.03,1,3420,4560,4,70,1646,548,0.51,No
5006,40,Female,Yes,0.05,3,3630,360,2,73,3611,601,0.72,No
5007,71,Male,Yes,0.03,0,1770,810,7,270,5697,712,0.18,No
5008,19,Male,Yes,0.05,3,1980,4110,5,273,6492,721,0.39,No
5009,49,Female,Yes,0.03,0,3720,4560,2,470,4321,864,0.85,No
5010,65,Male,Yes,0.05,3,360,360,0,474,3855,771,0.06,No
5011,27,Female,Yes,0.03,0,2100,810,5,171,4504,750,0.52,No
5012,43,Female,Yes,0.05,2,2310,4110,3,174,2337,584,0.73,No
5013,74,Male,Yes,0.04,0,450,4560,1,371,2098,524,0.18,No
5014,21,Male,Yes,0.06,2,690,360,6,374,1225,1225,0.39,Yes
5015,52,Female,Yes,0.04,3,2430,810,4,71,2854,713,0.85,No
5016,68,Male,Yes,0.06,2,2640,4080,1,75,2191,547,0.06,No
5017,30,Female,Yes,0.04,3,780,4530,7,272,3802,422,0.52,No
5018,46,Female,Yes,0.06,1,990,330,4,275,3446,861,0.73,No
5019,76,Male,Yes,0.04,3,2730,780,2,472,1929,482,0.18,No
5020,24,Female,Yes,0.06,1,2970,4080,7,475,3149,629,0.39,No
5021,55,Female,Yes,0.05,2,1110,4530,5,172,1717,858,0.85,No
5022,71,Male,Yes,0.07,1,1320,330,2,176,2396,479,0.06,No
5023,33,Female,Yes,0.05,2,3060,780,0,373,3721,744,0.52,No
5024,49,Female,Yes,0.07,1,3300,4080,5,376,9117,828,0.73,No
5025,79,Male,Yes,0.05,2,1410,4530,3,73,3960,792,0.18,No
5026,27,Female,Yes,0.07,0,1650,330,0,76,3456,864,0.4,No
5027,57,Male,Yes,0.05,2,3390,780,6,273,1358,679,0.85,No
5028,73,Male,Yes,0.07,0,3600,4080,3,277,864,432,0.06,No
5029,36,Female,Yes,0.06,1,1740,4530,1,473,4028,503,0.52,No
5030,52,Female,Yes,0,0,1980,330,7,477,5010,501,0.73,No
5031,14,Male,Yes,0.06,1,3720,780,4,174,3319,553,0.19,No
5032,30,Female,Yes,0,0,330,4080,2,177,609,304,0.4,No
5033,60,Male,Yes,0.06,1,2070,4530,7,374,5165,573,0.85,No
5034,76,Male,Yes,0,3,2280,330,5,377,3888,555,0.06,No
5035,38,Female,Yes,0.06,1,420,780,2,74,1135,567,0.52,No
5036,54,Female,Yes,0,3,660,4080,0,78,1641,820,0.73,No
5037,17,Male,Yes,0.07,0,2400,4530,5,275,1366,341,0.19,No
5038,33,Female,Yes,0.01,3,2610,330,3,278,1415,471,0.4,No
5039,63,Male,Yes,0.07,0,750,780,0,475,8468,769,0.85,No
5040,79,Male,Yes,0.01,2,990,4080,6,478,4533,755,0.07,No
5041,41,Female,No,0.07,0,2730,4530,4,175,2144,357,0.52,No
5042,57,Female,Yes,0.01,2,2940,330,1,179,1722,861,0.73,No
5043,20,Male,Yes,0.07,3,1080,780,7,376,3419,683,0.19,No
5044,35,Female,Yes,0.01,2,1290,4080,4,379,1809,603,0.4,No
5045,66,Male,Yes,0,3,3030,4530,2,76,2930,732,0.86,No
5046,14,Male,Yes,0.02,2,3270,330,7,79,3767,538,0.07,No
5047,44,Female,Yes,0,3,1410,780,5,276,707,707,0.52,Yes
5048,60,Female,Yes,0.02,1,1620,4080,2,280,4710,785,0.73,No
5049,22,Male,Yes,0,3,3360,4530,0,477,4794,799,0.19,No
5050,38,Female,Yes,0.02,1,3600,330,5,480,3492,582,0.4,No
5051,69,Male,Yes,0,2,1710,780,3,177,406,203,0.86,No
5052,16,Male,Yes,0.02,1,1950,4080,0,180,3726,745,0.07,No
5053,47,Female,Yes,0.01,2,3690,4530,6,377,2791,697,0.52,No
5054,63,Male,Yes,0.03,1,300,330,3,380,8369,836,0.73,No
5055,25,Female,Yes,0.01,2,2040,780,1,77,3171,792,0.19,No
5056,41,Female,Yes,0.03,0,2280,4080,6,81,4406,734,0.4,No
5057,71,Male,Yes,0.01,2,420,4530,4,278,6073,867,0.86,No
5058,19,Male,Yes,0.03,0,630,330,2,281,2274,568,0.07,No
5059,50,Female,Yes,0.01,1,2370,780,7,478,2263,754,0.53,No
5060,66,Male,Yes,0.03,0,2580,4080,5,481,6244,780,0.74,No
5061,28,Female,Yes,0.02,1,720,4530,2,178,1851,617,0.19,No
5062,44,Female,Yes,0.04,3,960,330,0,182,5731,716,0.4,No
5063,74,Male,Yes,0.02,1,2700,780,5,379,1265,421,0.86,No
5064,22,Male,Yes,0.04,3,2910,4080,3,382,3535,589,0.07,No
5065,52,Female,Yes,0.02,0,1050,4530,0,79,9353,1039,0.53,No
5066,68,Male,Yes,0.04,3,1290,330,6,82,3333,666,0.74,Yes
5067,31,Female,Yes,0.02,0,3030,780,3,279,2313,771,0.19,No
5068,47,Female,Yes,0.04,3,3240,4080,1,283,5376,672,0.4,No
5069,77,Male,Yes,0.03,0,1380,4530,6,480,4487,641,0.86,No
5070,25,Male,Yes,0.05,2,1590,330,4,483,3416,683,0.07,No
5071,55,Female,Yes,0.03,0,3330,780,2,180,4553,569,0.53,No
5072,71,Male,Yes,0.05,2,3570,4080,7,183,4244,606,0.74,No
5073,34,Female,Yes,0.03,3,1710,4530,5,380,5016,836,0.19,No
5074,49,Female,Yes,0.05,2,1920,330,2,384,8755,1094,0.41,No
5075,12,Male,Yes,0.03,3,3660,780,0,80,7069,785,0.86,No
5076,28,Male,Yes,0.05,2,300,4080,5,84,156,156,0.07,No
5077,58,Female,Yes,0.04,3,2010,4530,3,281,4870,1217,0.53,No
5078,74,Male,Yes,0.06,1,2250,330,0,284,5513,787,0.74,No
5079,36,Female,Yes,0.04,2,390,780,6,481,1496,498,0.2,No
5080,52,Female,Yes,0.06,1,600,4080,3,484,3229,807,0.41,No
5081,15,Male,Yes,0.04,2,2340,4530,1,181,2361,472,0.86,No
5082,30,Female,Yes,0.06,1,2580,330,6,185,5302,757,0.07,No
5083,61,Female,Yes,0.04,2,720,780,4,382,3592,898,0.53,No
5084,77,Male,Yes,0.07,0,930,4080,1,385,3299,471,0.74,No
5085,39,Female,Yes,0.05,2,2670,4530,7,82,1359,1359,0.2,No
5086,55,Female,Yes,0.07,0,2910,330,4,85,2990,996,0.41,No
5087,17,Male,No,0.05,1,1020,780,2,282,4807,686,0.86,No
5088,33,Female,Yes,0.07,0,1260,4080,0,286,6299,787,0.08,No
5089,64,Male,Yes,0.05,1,3000,4530,5,483,3060,1020,0.53,No
5090,12,Male,Yes,0.07,0,3210,330,3,486,1665,416,0.74,No
5091,42,Female,Yes,0.05,1,1350,780,0,183,1689,563,0.2,No
5092,58,Female,Yes,0,3,1590,4080,6,186,3046,761,0.41,No
5093,20,Male,Yes,0.06,1,3330,4530,3,383,1002,1002,0.87,No
5094,36,Female,Yes,0,3,3540,330,1,387,4032,806,0.08,Yes
5095,66,Male,Yes,0.06,0,1680,780,6,84,4400,1100,0.53,No
5096,14,Male,Yes,0,3,1890,4080,4,87,941,313,0.74,No
5097,45,Female,Yes,0.06,0,3630,4530,1,284,8262,751,0.2,No
5098,61,Female,Yes,0,3,3870,330,7,287,5837,583,0.41,No
5099,23,Male,Yes,0.07,0,2010,780,5,484,2246,748,0.87,No
5100,39,Female,Yes,0.01,2,2220,4080,2,487,3767,941,0.08,No
5101,69,Male,Yes,0.07,3,360,4530,0,184,5428,775,0.53,No
5102,17,Male,Yes,0.01,2,600,330,5,188,1323,661,0.74,No
5103,48,Female,Yes,0.07,3,2340,780,3,385,4366,623,0.2,No
5104,63,Female,Yes,0.01,2,2550,4080,0,388,4568,761,0.41,No
5105,26,Male,Yes,0.07,3,690,4530,6,85,2931,586,0.87,No
5106,42,Female,Yes,0.01,1,900,330,3,88,3282,656,0.08,No
5107,72,Male,Yes,0,3,2640,780,1,285,3225,806,0.54,No
5108,20,Male,Yes,0.02,1,2880,4080,6,289,1666,555,0.75,No
5109,50,Female,Yes,0,2,1020,4530,4,486,2432,810,0.2,No
5110,66,Female,Yes,0.02,1,1230,330,1,489,3429,857,0.41,No
5111,29,Male,Yes,0,2,2970,750,7,186,4026,1006,0.87,No
5112,44,Female,Yes,0.02,1,3210,4050,4,189,3140,785,0.08,No
5113,75,Male,Yes,0,2,1320,4500,2,386,4350,621,0.54,No
5114,23,Male,Yes,0.02,0,1560,300,7,390,3827,765,0.75,No
5115,53,Female,Yes,0.01,2,3300,750,5,87,3309,661,0.2,No
5116,69,Male,Yes,0.03,0,3510,4050,3,90,4155,692,0.41,No
5117,31,Female,Yes,0.01,1,1650,4500,0,287,3128,625,0.87,No
5118,47,Female,Yes,0.03,0,1890,300,6,290,7395,739,0.08,No
5119,78,Male,Yes,0.01,1,3630,750,3,487,4045,1011,0.54,No
5120,25,Male,Yes,0.03,3,3840,4050,1,491,1333,333,0.75,No
5121,56,Female,Yes,0.01,1,1980,4500,6,187,1164,582,0.2,No
5122,72,Male,Yes,0.03,3,2190,300,4,191,2714,452,0.42,No
5123,34,Female,Yes,0.02,0,330,750,1,388,3017,754,0.87,No
5124,50,Female,Yes,0.04,3,570,4050,7,391,8243,824,0.08,No
5125,12,Male,Yes,0.02,0,2310,4500,4,88,1648,549,0.54,No
5126,28,Male,Yes,0.04,3,2520,300,2,91,3863,643,0.75,No
5127,59,Female,Yes,0.02,0,660,750,0,288,2393,478,0.21,No
5128,75,Male,Yes,0.04,2,900,4050,5,292,1829,457,0.42,No
5129,37,Female,Yes,0.02,0,2640,4500,3,489,5570,795,0.87,No
5130,53,Female,Yes,0.04,2,2850,300,0,492,1592,398,0.08,No
5131,15,Male,Yes,0.03,3,990,750,6,189,3661,915,0.54,No
5132,31,Male,Yes,0.05,2,1200,4050,3,192,4487,747,0.75,No
5133,61,Female,No,0.03,3,2940,4500,1,389,4571,653,0.21,No
5134,77,Male,Yes,0.05,2,3180,300,6,393,2730,910,0.42,No
5135,40,Female,Yes,0.03,3,1320,750,4,90,2765,691,0.87,No
5136,56,Female,Yes,0.05,1,1530,4050,1,93,4445,889,0.09,No
5137,18,Male,Yes,0.03,3,3270,4500,7,290,916,916,0.54,No
5138,34,Male,Yes,0.05,1,3510,300,4,293,1403,701,0.75,No
5139,36,Male,Yes,0.01,2,2610,1350,6,393,3380,845,0.28,No
5140,66,Female,Yes,0.07,3,750,1800,4,90,4245,849,0.74,No
5141,14,Female,Yes,0.01,2,990,5100,2,93,1217,608,0.95,No
5142,45,Male,Yes,0.07,3,2730,5550,7,290,1981,330,0.41,No
5143,61,Female,Yes,0.02,2,2940,1350,5,293,2390,796,0.62,No
5144,23,Male,Yes,0,3,1080,1800,2,490,2730,546,0.07,No
5145,39,Male,Yes,0.02,1,1320,5100,0,494,3413,853,0.28,No
5146,69,Female,Yes,0,3,3030,5550,5,190,6969,774,0.74,No
5147,17,Female,Yes,0.02,1,3270,1350,3,194,1467,366,0.95,No
5148,47,Male,Yes,0,2,1410,1800,0,391,4993,713,0.41,No
5149,63,Female,Yes,0.02,1,1620,5100,6,394,4426,737,0.62,No
5150,26,Male,Yes,0.01,2,3360,5550,3,91,3774,943,0.07,Yes
5151,42,Male,Yes,0.03,1,3600,1350,1,94,4527,565,0.29,No
5152,72,Female,Yes,0.01,2,1740,1800,7,291,7189,898,0.74,No
5153,20,Female,Yes,0.03,0,1950,5100,4,295,2578,644,0.95,No
5154,50,Male,Yes,0.01,2,3690,5550,2,492,1695,339,0.41,No
5155,66,Female,Yes,0.03,0,300,1350,7,495,5885,980,0.62,No
5156,29,Male,Yes,0.01,1,2040,1800,5,192,6493,1082,0.08,No
5157,44,Male,Yes,0.03,0,2280,5100,2,195,3111,777,0.29,No
5158,75,Female,Yes,0.02,1,420,5550,0,392,5316,664,0.74,No
5159,23,Male,Yes,0.04,0,630,1350,5,396,3417,683,0.95,No
5160,53,Female,Yes,0.02,1,2370,1800,3,93,3626,906,0.41,No
5161,69,Female,Yes,0.04,3,2610,5100,0,96,3768,628,0.62,No
5162,31,Male,Yes,0.02,0,750,5550,6,293,5283,660,0.08,No
5163,47,Male,No,0.04,3,960,1350,3,296,6221,888,0.29,No
5164,78,Female,Yes,0.02,0,2700,1800,1,493,2399,479,0.74,No
5165,25,Male,Yes,0.04,3,2910,5100,6,497,7341,734,0.96,No
5166,56,Female,Yes,0.03,0,1050,5550,4,194,4019,1004,0.41,No
